"target","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","mouse.time","mouse.corr","mouse.clicked_name","furcht.response","liebenswert.response","rated_image","age.text","gender.response","pc_frequency.response","reaction_games_frequency.response","neuro_1_rev.response","neuro_2.response","neuro_3.response","neuro_4_rev.response","specific_fear_spider.response","specific_fear_snake.response","id","date"
"auto1",3,12,60,12,NA,NA,NA,NA,"[0.8673182999991695]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",3,13,61,5,NA,NA,NA,NA,"[0.9184929999992164]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",3,14,62,11,NA,NA,NA,NA,"[1.2691570999995747]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",3,15,63,4,NA,NA,NA,NA,"[0.8016190999987884]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",4,0,64,5,NA,NA,NA,NA,"[0.783891400000357]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",4,1,65,1,NA,NA,NA,NA,"[0.5175536999995529]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",4,2,66,12,NA,NA,NA,NA,"[1.4863244999996823]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",4,3,67,14,NA,NA,NA,NA,"[1.0174765000010666]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",4,4,68,13,NA,NA,NA,NA,"[2.301663500000359]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",4,5,69,0,NA,NA,NA,NA,"[1.8173022999999375]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",4,6,70,6,NA,NA,NA,NA,"[0.8529197999996541]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",4,7,71,8,NA,NA,NA,NA,"[0.9847850999994989]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",4,8,72,2,NA,NA,NA,NA,"[0.8686390999992]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",4,9,73,3,NA,NA,NA,NA,"[1.086200400000962]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",4,10,74,10,NA,NA,NA,NA,"[1.0162457000005816]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",4,11,75,4,NA,NA,NA,NA,"[0.9683554000002914]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",4,12,76,11,NA,NA,NA,NA,"[0.9179669999994076]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",4,13,77,7,NA,NA,NA,NA,"[1.9685981000002357]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",4,14,78,15,NA,NA,NA,NA,"[0.8189137999997911]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",4,15,79,9,NA,NA,NA,NA,"[0.6840962999995099]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,0,0,0,0,"","","","1","1","gesicht2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,1,0,1,0,"","","","1","1","schlange1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,2,0,2,0,"","","","1","1","gesicht4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,3,0,3,0,"","","","1","5","spinne2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,4,0,4,0,"","","","1","1","schiff1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"","22","1","2","3","4","4","5","2","2","3","001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",0,0,0,0,NA,NA,NA,NA,"[0.9511185999999725]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",0,1,1,7,NA,NA,NA,NA,"[1.3689107999998669]","[]","[]",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",0,2,2,1,NA,NA,NA,NA,"[1.4037579999994705]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",0,3,3,12,NA,NA,NA,NA,"[0.9171152999997503]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",0,4,4,15,NA,NA,NA,NA,"[0.8350583000001279]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",0,5,5,4,NA,NA,NA,NA,"[1.0200463999999556]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",0,6,6,13,NA,NA,NA,NA,"[0.6018778000006932]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",0,7,7,5,NA,NA,NA,NA,"[0.7845453999998426]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",0,8,8,14,NA,NA,NA,NA,"[0.8526117999999769]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",0,9,9,6,NA,NA,NA,NA,"[0.9009158999997453]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",0,10,10,2,NA,NA,NA,NA,"[1.0006743000003553]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",0,11,11,3,NA,NA,NA,NA,"[1.185410199999751]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",0,12,12,9,NA,NA,NA,NA,"[1.434383799999523]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",0,13,13,8,NA,NA,NA,NA,"[0.9187056999999186]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",0,14,14,11,NA,NA,NA,NA,"[0.5333498999998483]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",0,15,15,10,NA,NA,NA,NA,"[0.5362027000001035]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",1,0,16,15,NA,NA,NA,NA,"[0.8682300999998915]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",1,1,17,1,NA,NA,NA,NA,"[0.9020936000006259]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",1,2,18,12,NA,NA,NA,NA,"[0.7325695999998061]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",1,3,19,5,NA,NA,NA,NA,"[0.8021139000002222]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",1,4,20,9,NA,NA,NA,NA,"[0.635249300000396]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",1,5,21,11,NA,NA,NA,NA,"[0.9182892999997421]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",1,6,22,4,NA,NA,NA,NA,"[1.20231479999984]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",1,7,23,8,NA,NA,NA,NA,"[0.6848024999999325]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",1,8,24,2,NA,NA,NA,NA,"[0.5189082000006238]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",1,9,25,10,NA,NA,NA,NA,"[0.8185534000003827]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",1,10,26,13,NA,NA,NA,NA,"[0.6198213000006945]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",1,11,27,6,NA,NA,NA,NA,"[1.0523671000000832]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",1,12,28,3,NA,NA,NA,NA,"[1.1848223999995753]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",1,13,29,0,NA,NA,NA,NA,"[1.9180471000008765]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",1,14,30,14,NA,NA,NA,NA,"[1.0027403000003687]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",1,15,31,7,NA,NA,NA,NA,"[0.8860572000003231]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",2,0,32,9,NA,NA,NA,NA,"[0.968954500000109]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",2,1,33,3,NA,NA,NA,NA,"[1.750861200000145]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",2,2,34,12,NA,NA,NA,NA,"[1.4334994000000734]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",2,3,35,1,NA,NA,NA,NA,"[0.7186660999996093]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",2,4,36,2,NA,NA,NA,NA,"[0.8503733999996257]","[0]","['dis3']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",2,5,37,5,NA,NA,NA,NA,"[0.6686890999999378]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",2,6,38,14,NA,NA,NA,NA,"[0.6688211000000592]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",2,7,39,15,NA,NA,NA,NA,"[0.9361084000001938]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",2,8,40,6,NA,NA,NA,NA,"[0.6191224000003785]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",2,9,41,7,NA,NA,NA,NA,"[1.1348713999996107]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",2,10,42,13,NA,NA,NA,NA,"[1.1177521999998135]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",2,11,43,0,NA,NA,NA,NA,"[1.017697400000543]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",2,12,44,11,NA,NA,NA,NA,"[0.7178877000005741]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",2,13,45,4,NA,NA,NA,NA,"[0.6686957000001712]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",2,14,46,10,NA,NA,NA,NA,"[0.918752300000051]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",2,15,47,8,NA,NA,NA,NA,"[0.6170925000005809]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",3,0,48,4,NA,NA,NA,NA,"[0.6839159999999538]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",3,1,49,12,NA,NA,NA,NA,"[1.6692707000001974]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",3,2,50,5,NA,NA,NA,NA,"[0.5514136000001599]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",3,3,51,0,NA,NA,NA,NA,"[0.9513280999999552]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",3,4,52,7,NA,NA,NA,NA,"[0.7337365000003047]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",3,5,53,2,NA,NA,NA,NA,"[0.6510017999999036]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",3,6,54,6,NA,NA,NA,NA,"[0.7675736000001052]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",3,7,55,13,NA,NA,NA,NA,"[1.0187316000001374]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",3,8,56,11,NA,NA,NA,NA,"[0.8021751999995104]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",3,9,57,9,NA,NA,NA,NA,"[0.6682012000001123]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",3,10,58,3,NA,NA,NA,NA,"[1.318339399999786]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",3,11,59,10,NA,NA,NA,NA,"[0.9189360000000306]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",3,12,60,15,NA,NA,NA,NA,"[0.8998568999995769]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",3,13,61,14,NA,NA,NA,NA,"[0.9505136999996466]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",3,14,62,8,NA,NA,NA,NA,"[0.7017079000006561]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",3,15,63,1,NA,NA,NA,NA,"[0.733476200000041]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",4,0,64,12,NA,NA,NA,NA,"[1.250267299999905]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",4,1,65,7,NA,NA,NA,NA,"[1.0526721000005637]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",4,2,66,1,NA,NA,NA,NA,"[1.2351294000000053]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",4,3,67,2,NA,NA,NA,NA,"[0.8521171000002141]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",4,4,68,15,NA,NA,NA,NA,"[1.1177514000000883]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",4,5,69,9,NA,NA,NA,NA,"[0.686342599999989]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",4,6,70,10,NA,NA,NA,NA,"[0.6836746999997558]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",4,7,71,11,NA,NA,NA,NA,"[0.7024933999991845]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",4,8,72,3,NA,NA,NA,NA,"[2.3191765999999916]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",4,9,73,13,NA,NA,NA,NA,"[1.0010013000000981]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",4,10,74,5,NA,NA,NA,NA,"[0.6691165000002002]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",4,11,75,8,NA,NA,NA,NA,"[0.6021079000001919]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",4,12,76,14,NA,NA,NA,NA,"[0.702002399999401]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",4,13,77,6,NA,NA,NA,NA,"[1.018078300000525]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",4,14,78,4,NA,NA,NA,NA,"[0.918675699999767]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",4,15,79,0,NA,NA,NA,NA,"[1.1357915000007779]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,0,0,0,0,"","","","3","1","flugzeug1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,1,0,1,0,"","","","1","1","gesicht4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,2,0,2,0,"","","","1","5","schiff1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,3,0,3,0,"","","","2","1","gruppe1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,4,0,4,0,"","","","1","4","schlange2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"","20","1","1","1","1","4","5","1","2","3","001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",0,0,0,8,NA,NA,NA,NA,"[1.5173013997264206]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",0,1,1,5,NA,NA,NA,NA,"[1.0178943001665175]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",0,2,2,15,NA,NA,NA,NA,"[1.0852873995900154]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",0,3,3,3,NA,NA,NA,NA,"[1.5850939000956714]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",0,4,4,9,NA,NA,NA,NA,"[1.117488100193441]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",0,5,5,0,NA,NA,NA,NA,"[1.4152325997129083]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",0,6,6,6,NA,NA,NA,NA,"[1.384806000161916]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",0,7,7,2,NA,NA,NA,NA,"[0.8504995000548661]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",0,8,8,10,NA,NA,NA,NA,"[0.917280999943614]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",0,9,9,12,NA,NA,NA,NA,"[1.0358385001309216]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",0,10,10,11,NA,NA,NA,NA,"[0.7353644999675453]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",0,11,11,4,NA,NA,NA,NA,"[0.7328916997648776]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",0,12,12,1,NA,NA,NA,NA,"[0.6671682000160217]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",0,13,13,7,NA,NA,NA,NA,"[0.9017362999729812]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",0,14,14,13,NA,NA,NA,NA,"[1.052260100375861]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",0,15,15,14,NA,NA,NA,NA,"[1.250729599967599]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",1,0,16,13,NA,NA,NA,NA,"[0.8357669999822974]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",1,1,17,4,NA,NA,NA,NA,"[0.7357658999972045]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",1,2,18,1,NA,NA,NA,NA,"[0.8188483999110758]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",1,3,19,9,NA,NA,NA,NA,"[0.684882199857384]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",1,4,20,10,NA,NA,NA,NA,"[0.9017519000917673]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",1,5,21,7,NA,NA,NA,NA,"[1.3540183999575675]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",1,6,22,2,NA,NA,NA,NA,"[0.7356824004091322]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",1,7,23,0,NA,NA,NA,NA,"[0.8686295999214053]","[0]","['dis5']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",1,8,24,11,NA,NA,NA,NA,"[0.9851935999467969]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",1,9,25,14,NA,NA,NA,NA,"[1.0520234000869095]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",1,10,26,5,NA,NA,NA,NA,"[0.7684759004041553]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",1,11,27,3,NA,NA,NA,NA,"[1.3693360001780093]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
